[					
]					
㐜	ch,,ou,,2	c,,aau,,4			
㐝					
㐞					
㐟					
㐠					
㑗	sh,,e,n,1	s,,aa,n,1|s,,aa,n,6			
㑘	j,i,e,,4	g,,aai,,3			
㑙	d,i,e,,2	d,,i,p,9			
㑚	n,u,o,,2	n,,aa,,4|n,,o,,4			
㑛	s,,u,,4	c,,u,k,7			
㑜	,i,i,,4	z,,aai,,6			
㑝	l,,o,ng,4	l,,u,ng,6			
㑞	,i,i,ng,4	z,,i,ng,6			
㑟	b,,e,ng,3	m,,a,ng,1			
㑠					
㑡					
㑢					
㒸	s,u,i,,4	s,,eoi,,6			
㓂	k,,ou,,4	k,,aau,,3|t,,aau,,3			
㓎	q,,i,n,1	c,,aa,m,1|s,,aa,m,6			
㓏	j,i,o,ng,3	g,u,i,ng,2			
㓧	g,,a,n,1	d,,eoi,,1|h,,@,ng,1|z,,i,m,1|z,,i,m,2			
㓨	c,,i,,2	c,,i,,3			
㓩	x,u,a,n,1	f,,a,n,3|h,,i,n,2|h,i,u,n,1			
㓪	l,,a,ng,3	l,,o,ng,5			
㓫					
㔜	b,,a,,2	b,,u,t,9			
㕊	f,,u,,1	b,,ou,,1|b,,ou,,1			
㕟	k,u,i,,4	,u,ai,,2			
㖀	l,,e,,4	l,,aa,k,9|l,,a,k,9|l,,oe,t,8			
㖁	l,,i,n,4	l,,eo,n,6			
㖂	,i,i,,4	z,,aai,,6			
㖃	h,,ou,,3	h,,aa,m,1|h,,aau,,3|h,,aau,,6			
㖄		z,,aau,,1|z,,aau,,3			
㖅	x,,u,,4	s,,eo,t,7			
㖆	q,,u,,2	k,,u,k,7			
㖇	,,er,,2	m,,ei,,1|,i,i,,4|z,,i,,4		nh,,e,,1	
㖈					
㖉					
㖊	x,,u,n,2				
㖋					
㖌					
㖍					
㖎					
㘢	,u,e,ng,3				
㘶	j,i,e,,2	g,,i,t,9|m,i,u,,5			
㘷	,,ai,,4	ng,,ai,,6			
㘸	z,,a,ng,4	z,,o,ng,3			
㘹	c,,i,,2	c,,i,,4			
㘺	f,,a,,2	f,,a,t,9			
㘻		z,,aa,n,1			
㘼					
㘽					
㘾					
㚅	l,,o,ng,2	l,,u,ng,4			
㚆	f,,u,,4	f,,u,k,9|f,,u,k,9			
㚇	z,,o,ng,1	z,,u,k,7|z,,u,ng,1			
㚚	k,,o,ng,1				
㚛	x,,i,,4				
㛂	n,u,o,,3				
㛃	j,i,e,,2	g,,i,t,8			
㛄	,i,i,,1	z,,i,,1			
㛅	,,er,,4	n,,ei,,6			
㛆	d,u,o,,4	d,,o,,2			
㛇					
㛈					
㛉					
㛊	d,u,o,,3	d,,o,,2			
㛋					
㛌					
㝁	x,u,a,n,1	k,,i,ng,4			
㝓	k,,e,,4	g,,aa,p,8|h,,au,,1|k,,aa,p,9			
㝔	,i,ao,,3	z,i,u,,3			
㝕	n,,i,ng,2	f,,ai,,3|n,,i,ng,4			
㝖	,i,i,,2	z,,i,,4			
㞀	h,u,i,,1	f,u,i,,1			
㞁	,i,ao,,4	z,i,u,,6			
㞒	x,i,e,,4	,,aai,,3			
㞓	q,,i,,4	h,,ai,,1|h,,ei,,3			
㞔	,i,i,,2	,i,i,,4			
㞕	x,i,e,,4	ng,,aa,t,9|s,,i,t,8			
㞖	c,,i,,2	c,,i,,1|c,,i,,3|z,,i,,4			
㟄	x,i,a,ng,2	c,,oe,ng,4			
